RevolvingUtilizationOfUnsecuredLines,Age,Late30to59Days,DebtRatio,MonthlyIncome,OpenCreditLinesAndLoans,Late90Days,RealEstateLoans,Late60to89Days,Dependents
0.3481,54,0,0.3766,7668,10,0,2,0,0
0.7177,52,3,0.4182,8000,10,0,2,0,0
0.05577,47,0,0.3548,3500,34,0,0,0,0
0.8882,22,0,13,0,2,0,0,0,0
0.00525,64,0,0.1456,1e+04,5,0,2,0,0
0.6383,53,0,0.3513,9817,12,0,1,0,2
0.03568,53,0,0.1494,7210,10,0,0,0,0
0.6959,40,0,0.3015,7498,10,0,1,0,0
0.03135,65,0,0.1458,1.52e+04,9,0,1,0,0
1,30,0,0.07231,6250,3,0,0,0,0
0.7826,51,4,0.3653,1.304e+04,21,0,1,1,4
0.3278,40,0,0.3723,8500,9,0,2,0,0
0.03397,78,0,0.007998,5000,8,0,0,0,0
0.003121,46,0,1.14,650,5,0,1,0,0
0.2542,54,0,0.4277,9800,10,0,4,0,2
0.07547,80,0,0.1281,3871,6,0,1,0,0
0.06312,74,0,0.1772,5000,6,0,0,0,0
0.005673,66,0,0.2357,8700,14,0,1,0,0
0.989,40,0,0.5885,5127,12,0,1,0,0
0.08279,78,2,0.005285,7000,4,0,0,0,0
0.102,62,0,0.1548,1.225e+04,6,0,2,0,1
0.07997,58,0,0.4776,8770,8,0,3,0,1
0.1148,43,0,0.5044,4000,7,0,2,0,3
0.06553,30,0,0.6565,4200,12,0,1,0,0
1.036,55,1,0.232,4900,4,1,0,0,2
0.02834,59,0,0.05598,2500,14,0,0,0,0
0.01266,75,0,0.3111,6000,14,0,1,0,2
0.004627,72,0,0.2591,5966,8,0,1,0,1
0.00288,55,1,0.1167,8842,12,0,0,0,1
0.5425,51,0,0.169,8000,7,0,1,0,2
0.02198,86,0,0.01993,3e+04,13,0,1,0,0
0.1505,51,0,0.1512,6400,4,0,1,0,0
0.002706,66,0,0.621,4600,14,0,2,0,0
1,69,0,0.1566,6641,4,0,0,0,0
0.9254,32,0,0.4174,2500,12,0,0,0,3
0.5665,28,0,0.5809,1309,6,0,0,0,0
0.04103,45,0,0.1867,1.05e+04,20,0,1,0,0
0.204,38,0,0.08707,4800,7,0,0,0,0
0.04927,46,0,0.4223,6750,10,0,1,0,2
0.02336,39,0,0.3595,6250,5,0,1,0,0
1,24,0,0,764,0,0,0,0,0
0.0925,76,0,0.01833,3000,3,0,0,0,1
0.5749,33,0,0.2086,1.2e+04,10,0,2,0,1
0.02128,50,0,0.301,1.143e+04,11,0,2,0,2
0.949,27,0,0.08246,2000,2,0,0,0,0
0.02617,56,0,0.1604,1.25e+04,16,0,1,0,3
0.1966,47,0,0.4092,3750,11,0,0,0,2
0.2288,59,0,0.04939,2.13e+04,16,0,0,0,1
0,36,0,1551,0,5,0,1,0,1
0.03955,60,0,0.254,8892,6,0,2,0,0
0.01133,32,0,0.1959,1.125e+04,6,0,1,0,0
0.1963,61,0,0.3226,2302,7,0,0,0,0
0.5256,45,1,0.2009,6635,15,0,0,0,2
0.06516,39,0,12.42,200,9,1,2,0,2
1,60,0,0.2024,6200,3,0,0,0,1
0,37,0,0.4953,3300,5,0,1,0,3
0.2625,63,0,0.2009,4772,9,0,0,0,1
0.01336,46,0,0.3067,4224,6,0,1,0,4
0.02971,48,0,0.3109,4000,16,0,1,0,3
0.8856,55,0,0.1984,1400,1,0,0,0,0
0,50,0,0.4601,4000,6,0,1,0,2
0.0144,40,0,0.05439,5000,3,0,0,0,0
1,26,0,0.1485,1952,1,0,0,0,2
0.2254,33,0,0.4466,1535,4,0,0,0,1
0.06583,53,2,0.2896,5966,16,0,1,0,0
0.8024,57,2,0.218,1.042e+04,3,0,1,0,2
0.3066,45,0,0.4199,5000,8,0,1,0,2
0.002392,62,0,0.0819,4700,8,0,0,0,1
0.09458,41,0,0.3024,9000,7,0,1,0,6
0.1186,62,0,0.15,5700,8,0,1,0,1
0.1875,46,0,0.03443,1.06e+04,9,0,0,0,0
0.9909,57,0,0.8361,2000,7,0,1,0,0
0.0005177,64,0,0.3588,6916,26,0,2,0,1
0.1853,39,0,0.4084,5200,12,0,2,0,0
0,35,0,0,7500,5,0,0,0,1
0.1346,49,0,0.4345,4666,8,0,1,0,0
0.01326,54,0,0.1802,6125,10,0,1,0,0
0.5382,30,0,0.5077,5250,11,0,1,0,0
0.09071,30,0,0.1005,1.542e+04,6,0,0,0,0
0.142,53,0,0.1723,9400,11,1,2,0,1
0.4958,68,1,0.5229,1.3e+04,16,0,3,0,0
0.03689,55,0,0.1006,5000,14,0,0,0,0
0.003192,52,0,0.2848,3233,16,0,1,0,1
0.01508,67,0,0.9404,2500,9,0,2,0,0
0.2934,44,0,0.9765,6250,12,0,1,0,0
0.007234,52,0,0.3836,8291,7,0,1,0,1
0.4552,54,0,0.505,3605,13,0,0,0,2
0.757,48,0,0.2238,5500,3,0,1,0,0
0.2734,54,0,0.3897,4600,13,1,3,0,0
0.1327,43,0,711,0,7,0,0,0,2
0.5425,47,0,0.1514,5540,4,0,0,0,0
0.2139,48,0,0.414,5028,16,0,1,0,1
0.03019,63,0,0.1672,1.333e+04,5,0,1,0,0
0.0815,48,0,0.1577,1.733e+04,8,0,2,0,1
0.08719,37,0,0.4213,1e+04,11,0,2,0,0
0.7122,52,1,0.2104,3.535e+04,17,0,2,0,3
0.02124,67,1,0.2082,2050,11,0,0,0,0
0.07913,41,0,0.1842,6600,4,0,1,0,2
0.6321,65,3,0.3827,5000,17,0,1,0,0
0.6312,40,0,0.004621,1081,1,0,0,0,0
0.1567,71,0,0.4388,3080,8,0,0,0,0
0,37,0,0.389,5500,6,0,2,0,4
1,45,2,0.3781,5841,5,0,2,0,0
0.5187,29,0,0.2541,1400,8,0,0,0,0
0.634,53,0,0.6094,1.167e+04,17,0,3,0,0
0.02243,69,0,0.2566,8083,18,0,2,0,1
0.1465,41,0,0.409,7500,8,0,2,0,3
0.4354,25,0,0.02067,1547,3,0,0,0,1
0,51,0,0.3128,4417,12,0,1,0,0
0,62,0,0.01374,2256,4,0,0,0,0
0.05214,53,1,0.306,7108,8,0,1,0,1
0.4164,45,1,0.5406,5400,14,0,2,1,5
0.2049,58,0,0.2088,1.071e+04,17,0,2,0,1
0.0571,46,0,0.1813,9046,4,0,1,0,0
0.8357,40,1,0.1758,5845,8,0,0,0,1
1,37,1,0.5838,2702,6,0,1,0,0
1,78,0,0.2273,5748,5,0,0,1,0
0.1234,60,0,0.03616,6000,5,0,0,0,0
0.2401,35,0,3.623,500,9,0,1,0,3
0.2555,83,0,0.01132,5300,6,0,0,0,0
0.6809,48,0,0.3926,8800,7,0,2,0,0
0.06268,77,0,0.1497,7166,5,0,1,0,0
0.134,55,0,0.6745,5977,21,0,5,0,0
0.006329,62,0,0.259,8805,9,0,1,0,0
0,58,0,0.3779,306,2,0,0,0,0
1,43,0,0.03401,5762,2,0,0,0,2
0.1411,33,1,0.4139,5000,8,0,2,3,2
1.122,54,0,0.04817,3300,1,4,0,1,3
0.9464,44,3,0.5534,5863,10,0,1,0,4
0.03036,35,0,0.2498,7500,7,0,1,0,2
0.6043,42,1,0.6783,5000,17,0,1,1,2
0.2502,40,0,0.6446,3100,12,0,0,0,4
0.1886,48,0,0.6503,4471,11,0,1,0,3
0.03851,72,0,1.086,1563,12,0,2,0,0
0,32,0,0,2100,4,0,0,0,1
0.2754,47,0,0.5265,5416,5,0,1,0,0
0.3538,27,0,0.3113,2026,4,0,0,0,0
0.5862,30,0,0.3861,5500,8,0,1,0,0
0.6075,63,0,0.4592,9500,13,0,2,0,0
0.278,56,0,0.4915,2400,8,0,2,0,0
1.254,40,0,0.2635,3600,5,0,0,0,0
0.0713,32,0,0.2966,6900,16,0,2,0,1
0,25,0,0,1,1,1,0,0,0
0.4919,33,0,0.4301,5600,4,0,1,0,0
0.1344,47,0,0.2284,1.05e+04,14,0,1,0,0
0.1954,62,0,3.876,3500,15,0,0,0,0
0.1515,59,2,0.5841,4750,9,0,3,0,2
0.0368,44,0,0.3343,2000,3,0,0,0,0
1,51,0,0.292,7500,7,0,2,0,2
0.7943,38,1,0.06586,5845,5,0,0,0,0
0.02902,58,0,0.003704,9987,4,0,0,0,0
0.005842,53,0,0.1503,8333,6,0,2,0,0
0.0504,51,0,0.4883,1e+04,3,0,1,0,1
0.5391,63,0,0.4026,8944,6,0,2,0,1
0.293,43,0,0.1442,3030,5,0,0,0,0
0.1608,47,0,0.3868,1509,7,0,0,0,3
0.899,40,0,0.7439,7085,9,0,1,0,1
0.6413,34,1,0.1497,7400,6,0,0,0,1
0.978,57,0,0.7406,6295,15,0,2,0,1
0.5848,35,0,0.07016,2750,8,0,0,0,0
0.1513,65,0,0.6575,2250,17,0,0,0,0
0.02833,88,0,0.004334,9921,8,0,0,0,0
0.4344,39,0,0.2289,2979,7,1,0,0,1
0.1106,73,0,0.5596,1.5e+04,19,0,5,0,0
0.7936,44,0,0.2193,8604,6,0,0,0,3
0.5198,61,2,0.6659,7083,16,0,2,0,2
0.07282,53,1,0.2227,1.2e+04,27,0,1,0,0
1,68,0,0.4806,8333,6,0,2,0,1
0.1279,75,0,1.115,531,10,0,1,0,0
0.3301,25,0,0.1323,3000,5,0,0,0,0
0.002634,43,0,0.002077,1925,6,0,0,0,0
0.2769,49,0,0.4072,1.25e+04,13,0,1,0,2
0.04238,68,0,0.2717,8300,8,0,3,0,1
0.691,64,1,0.4088,7458,10,0,1,0,1
0.08336,45,0,0.5235,3000,11,0,2,0,3
0.3239,69,0,0.1749,7512,4,0,1,0,1
0.2457,42,0,0.07404,8900,10,0,0,0,3
0.991,32,0,0.4427,4015,6,0,1,0,1
0.6119,68,1,0.2371,5250,8,3,0,0,0
1,25,98,0,2200,0,98,0,98,0
0.8179,72,0,0.5266,1220,5,0,0,0,0
0.1186,52,0,0.5869,5833,7,0,3,0,2
0.008266,40,0,0.2346,9500,7,0,2,0,2
0.01847,65,0,0.007059,5099,4,0,0,0,0
0.04755,46,0,0.5483,5644,15,0,2,0,2
0.5168,53,0,0.5112,2e+04,12,0,2,0,4
0.9858,46,1,0.09041,1.2e+04,4,2,0,0,4
0.6697,51,1,0.3543,1.742e+04,11,0,3,0,0
0.4611,38,0,0.4119,3900,7,0,1,0,2
1,33,0,0.6583,3923,2,0,1,0,1
0.02059,40,0,0.3408,4750,13,0,1,0,0
0.05534,66,0,0.02312,8000,7,0,1,0,0
0.896,59,0,0.3384,1.067e+04,11,0,1,0,1
0.4264,51,0,0.6537,7760,18,0,2,0,0
0.05396,75,0,0.1929,8714,8,0,1,0,1
0.2493,37,2,1.671,3087,7,1,2,0,0
0.03945,37,0,0.34,7041,4,0,2,0,0
0,54,0,0,4.5e+04,2,0,0,0,0
0.9471,34,1,0.5059,8000,6,0,2,0,2
0.03404,99,0,0.7739,6372,12,0,2,0,0
1,28,0,0.294,5716,5,1,1,0,0
0.001325,50,0,0.1345,1.607e+04,8,0,1,0,3
0.1798,51,1,0.3257,2145,9,0,0,0,1
0.2392,37,0,0.2466,3750,6,0,1,0,0
0.001543,37,0,0.0007997,2500,6,0,0,0,0
0.1526,52,0,0.4876,2833,12,0,1,0,0
1,63,0,0.3293,3500,4,0,2,0,0
0,48,0,0.01313,8073,3,0,0,0,1
0.06242,45,0,0.1197,4961,5,0,1,0,0
0.294,40,0,1.697,3895,8,0,2,0,3
1,44,0,0,4400,0,0,0,0,3
0.03965,64,0,0.1215,1.567e+04,6,0,1,0,0
0.4471,77,0,0.5193,7850,13,0,2,0,0
0.3509,60,0,0.2949,1e+04,4,0,1,0,1
0.9431,38,1,0.727,9650,16,0,2,0,3
1,61,0,0.1807,5300,7,0,1,0,0
0.8669,39,0,0.0156,4.8e+04,11,0,0,0,2
0.04147,66,0,0.9333,2876,11,0,1,0,0
0.08599,28,0,0.1686,5000,8,0,0,0,2
0.7066,38,0,0.2304,2877,3,0,0,0,0
0.001382,69,1,0.2608,6000,6,0,1,0,1
0.03697,83,0,0.01433,3000,5,0,0,0,0
1.11,28,1,0.3313,5000,5,1,1,1,2
0.00893,36,0,0.3597,8500,8,0,2,0,2
0,60,0,0.8204,2900,8,0,1,0,1
0.95,24,0,0.02797,1000,1,0,0,0,0
1,36,0,0.2276,1972,1,0,0,0,0
0.1724,47,0,0.05488,1.25e+04,13,0,0,0,0
1,37,2,0.6132,8203,7,0,2,1,2
0.8784,43,0,0.02764,3400,7,0,0,0,4
0.614,62,0,0.8816,5000,15,0,3,0,0
0,65,0,8e-05,1.25e+04,9,0,0,0,0
0.008437,82,0,0.002711,2950,2,0,0,0,0
0.3927,57,1,0.4925,5883,11,0,1,0,1
0.2003,47,2,0.6474,1.03e+04,12,0,1,0,0
0.2933,32,0,0.2179,3813,9,0,1,0,0
0.102,70,0,0.3002,3500,17,0,1,0,0
0.0009784,84,0,0.00024,4166,10,0,0,0,0
0.01164,65,0,0.2566,1.12e+04,7,0,2,0,0
0.01155,45,0,0.3325,9250,8,0,2,0,0
0.04285,74,0,0.4005,5000,6,0,1,0,0
0.2871,27,0,264,0,4,0,0,0,0
1.007,36,0,0.002,4500,1,0,0,0,3
0.0565,54,0,0.469,1.203e+04,9,0,2,0,0
0.2399,52,0,0.5538,8166,13,0,2,0,0
0.154,51,0,0.2363,6250,5,0,1,0,1
0.6267,46,0,149,0,3,0,0,0,3
0.03813,68,0,0.5018,1.106e+04,12,0,4,0,0
0.3353,30,0,0.2376,4280,3,0,1,0,0
1,40,0,0.1541,7000,1,0,1,0,3
0.9234,66,1,0.7197,5082,5,0,2,0,1
0.0016,93,0,0.0001905,1.05e+04,10,0,0,0,0
0.02383,49,0,0.003799,5000,4,0,0,0,0
0.01774,80,0,0.1905,6176,6,0,0,0,0
0.08594,50,0,3740,0,11,0,2,0,1
0.004432,39,0,1.002,1200,11,0,2,0,1
0.6692,52,0,0.968,3000,13,0,1,0,1
0.001,45,0,0.4631,1.325e+04,9,0,2,0,0
0.08707,43,0,0.328,8000,10,0,2,0,0
0.00535,59,0,0.2081,8714,7,0,1,0,4
0.1446,56,0,0.04309,1.1e+04,15,0,0,2,2
0.02958,69,0,0.03065,1500,6,0,0,0,0
0.0147,55,1,0.1137,1.5e+04,20,0,2,0,1
0.6833,67,0,0.5664,6300,9,0,1,0,0
0.2753,54,0,0.3598,7080,3,0,1,0,0
0.5654,54,2,0.2975,1.917e+04,22,0,2,0,0
0.4412,46,0,0.7608,4000,8,0,1,0,0
0.01435,45,1,0.6383,7400,12,0,2,0,0
1,43,0,0,2298,1,0,0,0,3
0.2417,44,0,0.09753,850,2,0,0,0,0
1,27,0,0.02831,1200,0,0,0,0,0
0.7293,32,1,0.2663,2500,4,2,0,3,1
0.08146,32,0,0.1216,1.208e+04,9,0,1,0,3
1,22,0,0.0554,4945,1,0,0,0,0
0.5167,54,0,0.3884,5972,6,0,1,0,0
0.09373,34,0,0.07099,8000,9,0,0,0,0
0.3243,67,1,1.003,2751,11,0,3,0,0
0.001061,65,0,0.1007,7265,4,0,1,0,0
0,42,0,0.224,5400,3,0,1,0,2
0,56,0,0.02685,1.05e+04,7,0,0,0,0
0,38,0,0.4184,9333,7,0,2,0,1
0.03663,47,0,0.517,3390,6,0,1,0,0
0.3353,35,0,0.1815,2506,2,0,0,1,1
0.9421,40,0,0.3658,1.125e+04,8,0,2,0,0
0.413,44,0,0.2698,8400,15,1,0,0,3
0.5761,48,1,0.5419,3265,10,0,1,0,0
0.2203,40,0,0.6101,3100,8,0,2,0,0
0.03408,54,0,0.2783,1.03e+04,8,0,1,0,0
0,40,0,0.04293,7966,4,0,0,0,1
0.008015,78,0,0.4682,2750,8,0,2,0,0
0.7982,37,0,0.2837,2583,5,0,0,0,2
0.1439,50,1,0.1391,5886,8,0,0,0,0
0.1332,70,1,0.6957,3213,20,0,1,0,0
0.5775,30,1,0.2854,4000,8,0,0,0,1
0,46,2,0.4544,3800,13,0,1,0,0
0.4629,63,0,0.2791,5850,5,0,2,0,0
0.5814,63,0,0.4502,7491,7,0,2,0,0
0.008185,62,0,0.1208,5833,14,0,1,0,0
0.1728,65,0,0.3781,7600,5,0,1,0,0
0.1477,73,0,0.03354,3100,4,0,0,0,0
0.009802,42,1,0.3216,9825,9,0,2,0,0
0.04297,53,0,0.2008,1.11e+04,10,0,2,0,0
0.1396,79,0,0.2106,7006,7,0,1,0,0
0,62,0,0,8125,4,0,0,0,0
0.1887,35,0,0.4009,8750,6,0,2,0,1
0.1292,57,0,0.04725,1.2e+04,11,0,0,0,0
0.6961,37,1,0.1066,4032,7,0,0,0,2
0.8535,63,2,0.2453,9242,7,0,1,0,0
0.2913,49,0,0.7131,3000,8,0,3,0,1
0.3443,39,1,0.2009,2.04e+04,16,0,2,0,0
0.1688,43,0,0.4881,8200,11,0,2,0,0
0.9513,58,0,0.176,4640,3,0,0,0,0
0.5958,39,1,0.5521,6900,12,1,2,0,1
0.09224,54,1,0.2906,1.475e+04,14,0,2,0,3
0,35,0,0.01059,5100,4,0,0,0,0
0.03662,45,1,0.2311,1.542e+04,6,0,2,0,3
0.9149,58,1,0.4202,1.62e+04,18,0,4,0,2
0,31,0,0.3489,2607,11,0,0,0,1
0.03399,26,1,235.5,1,7,0,0,0,0
0,80,0,0,1500,8,0,0,0,0
0.3815,35,0,0.4396,3325,13,0,1,0,1
0.8156,42,0,0.3667,5900,4,0,1,0,2
0.01475,68,0,0.005333,7500,6,0,0,0,0
0.7487,42,0,0.5666,1.03e+04,23,0,4,0,4
0.6151,56,0,0.8594,1.157e+04,8,0,1,0,4
0.0008283,54,0,0.4327,3708,3,0,1,0,5
0,39,0,0.2539,9583,8,0,1,0,5
0.7475,58,0,0.4597,3899,10,0,1,0,2
0,56,0,0.08716,1.174e+04,6,0,0,0,1
0.3037,42,1,0.3232,4071,8,0,0,0,1
0.03307,37,0,0.03414,1200,5,0,0,0,0
1,58,0,0.3108,1833,1,0,0,0,0
0.2385,28,0,10,0,1,0,0,0,0
0.3893,60,0,0.3933,8800,17,0,3,0,0
0.1852,72,0,0.2064,7500,16,0,2,0,0
0.862,43,1,0.0312,1e+04,1,0,0,0,2
0.03743,60,0,0.01562,1600,1,0,0,0,0
0.1944,56,0,0.2283,2500,6,0,1,0,0
0.3075,27,0,0.06935,7800,13,1,0,1,0
0,45,0,0.4542,3616,4,0,1,0,0
0.2007,64,0,0.2883,1e+04,17,0,2,0,1
0.3078,55,0,0.2526,4500,11,0,0,0,1
0.5332,39,0,0.4157,3651,8,0,1,0,2
0.03177,48,0,1.307,4200,7,0,3,0,1
0.09727,40,0,0.8036,2000,11,0,2,0,2
0.022,53,0,3.411,7750,8,0,0,0,0
0.158,53,1,0.4161,1.165e+04,16,0,4,0,2
0.4073,45,0,0.6157,2146,8,0,1,1,0
0.7446,51,0,0.6852,4253,5,0,1,0,2
0.01966,33,0,0.4618,5333,14,0,2,0,0
0.9034,36,0,0.4619,6291,7,0,1,0,3
0.9026,59,1,0.3751,1.343e+04,20,0,2,0,1
0.2013,56,0,0.3798,4080,10,0,1,0,2
0.1288,59,1,1.255,2536,17,0,2,1,0
0.757,51,0,0.4164,1848,5,0,0,0,0
0.8049,67,3,0.2021,6700,8,0,0,0,0
0,53,0,0.3123,2500,7,0,0,0,0
0.8743,30,0,0.1508,3400,4,1,0,1,4
0.5751,47,1,0.4074,5900,8,0,1,0,2
0,65,0,0.3108,8532,12,0,1,0,0
0.02456,40,0,0.231,7000,9,0,2,0,3
0.1014,64,0,0.3329,4333,8,0,2,0,1
0.9166,30,0,1.386,375,5,2,0,0,2
0.01632,56,0,0.009579,2400,8,0,0,0,0
0.1121,74,0,0.2615,7326,11,0,1,0,1
0.2787,54,0,0.3968,4480,10,0,2,0,1
0.7106,59,0,0.3597,4533,14,0,0,0,0
0.667,42,0,0.1704,9383,8,0,0,0,3
0.0029,53,0,0.25,1.593e+04,7,0,2,0,0
0.04816,29,0,0.3692,1860,8,0,0,0,2
0.2666,40,0,0.2944,6300,14,0,2,0,2
1,47,0,0.4863,6980,6,0,1,0,2
0.1252,49,0,0.2353,6054,6,0,1,0,3
0.9725,35,1,0.4164,4975,6,0,1,0,1
0.005182,60,0,0.2909,4709,7,0,1,0,1
1,44,0,0.07718,5000,1,0,0,1,0
0.007282,68,0,0.2438,5000,4,0,1,0,0
0.7698,44,0,0.1591,5500,8,0,0,0,2
0.007401,70,0,0.2281,6600,7,0,1,0,0
0.01901,64,0,0.1991,7000,22,0,3,0,0
0.7358,65,0,0.2682,8000,10,0,1,0,0
0.1342,44,0,0.8288,5000,13,0,2,0,2
0.1263,54,0,0.04124,4291,5,0,0,0,1
0.5534,30,0,0.3223,8300,9,0,1,0,1
0.1435,58,0,0.4795,4178,11,0,2,1,1
0.00531,67,0,0.108,3000,16,0,0,0,0
0,86,0,0.09422,3427,4,0,0,0,0
0.04682,40,0,0.1623,8650,12,0,1,0,3
1,30,1,0.08329,2100,3,0,0,0,1
0.005363,63,0,0.429,3750,4,0,1,0,1
0.3883,70,0,0.3632,6590,14,0,1,0,1
0.2647,47,0,0.4636,4708,5,0,1,0,2
0.2303,25,1,0.007248,4000,2,0,0,0,0
0.05443,68,0,0.1622,6529,4,0,1,0,0
1.219,47,1,0.0518,4883,4,1,0,1,0
0.1545,68,0,0.1985,5.525e+04,14,0,5,0,0
0,43,0,0.105,5416,4,0,0,0,0
0.3427,58,0,0.4614,8200,6,0,2,0,2
0.28,55,0,0.251,6500,4,0,1,0,2
0.9705,61,0,0.1703,3416,8,0,0,0,0
0,39,0,0.09712,1.95e+04,14,0,1,0,3
0.05655,53,0,0.2545,2435,10,0,1,0,3
0.4907,28,1,0.231,1739,3,0,0,0,0
0.007785,53,0,0.001382,2169,2,0,0,0,0
0.2807,63,0,0.2352,9200,14,0,0,0,0
0.1901,35,1,0.1283,2500,10,1,0,0,2
0.667,41,1,0.3212,7916,14,0,1,0,0
0.03079,65,0,0.1423,6041,8,0,1,0,0
0.9061,36,0,0.4932,3600,5,0,2,0,0
0.04088,53,0,4.416,1.65e+04,20,0,1,0,0
0.4194,62,0,0.4053,6100,8,0,2,1,0
0.4877,49,2,1.889,1.164e+04,9,0,2,0,2
0.3167,51,0,0.4979,3333,7,0,1,0,2
0.04394,66,0,0.09957,7933,8,0,1,0,0
0.3379,55,0,0.1993,3300,14,0,0,0,1
0.04677,59,0,1.181,2500,16,0,2,0,0
0,45,0,0.3214,3923,4,0,1,0,4
0.005423,69,0,0.6884,3000,16,0,2,0,2
0.249,51,0,0.2837,8350,4,0,1,0,2
0.5603,58,1,0.5024,6166,21,0,1,1,0
0.9916,41,4,0.3505,3000,9,0,0,1,1
1,92,0,0.2731,3785,1,0,1,0,1
0.05969,62,0,0.03573,4589,9,0,0,0,0
0.05706,63,1,0.1248,6200,7,0,2,1,1
0.008485,84,0,0.0012,7500,2,0,0,0,0
0.505,47,0,0.3104,4145,5,0,0,0,2
0.6026,35,0,0.09998,4000,3,0,0,0,0
0.1101,50,1,0.1375,4975,6,1,0,0,2
0.9636,35,0,1.239,4000,9,0,2,0,2
0.2291,50,0,0.6714,1.47e+04,9,0,4,0,2
0.1235,35,0,0.5318,5973,6,0,1,0,1
0.8453,56,0,0.3184,1.052e+04,8,0,3,0,0
1,21,98,0,0,0,98,0,98,0
0.0119,75,0,0.009942,5028,12,0,1,0,0
0.03137,62,0,0.4736,1.3e+04,14,0,2,0,1
0.05639,73,0,0.1434,5000,16,0,2,0,0
0.6292,54,0,2.299,200,6,0,0,0,1
0.2216,45,0,0.5042,1.38e+04,14,0,6,0,0
0.1696,42,0,0.3969,2234,7,0,0,0,0
0.1604,47,0,0.2738,7250,10,0,2,0,0
0.06335,59,0,0.04723,7833,12,0,1,0,1
0.3692,68,0,0.3908,8200,16,0,1,0,0
0,49,1,0.1926,3800,5,0,0,0,2
0.5699,54,0,0.06789,7099,4,0,0,0,0
0.09493,60,0,0.372,8900,8,0,2,0,0
0.09943,70,0,0.4016,5916,8,0,2,0,0
0.0439,61,0,0.1061,8333,12,0,1,0,0
0.2892,64,2,0.1624,1.18e+04,12,0,1,0,0
0.02762,52,0,0.03001,4164,6,0,0,0,0
0.5566,38,0,0.01426,2875,2,1,0,0,0
0.2293,40,0,2.296,1200,10,0,1,0,2
0.5447,56,0,0.8681,6815,11,0,1,0,2
0.0011,52,0,0,2083,2,0,0,0,0
0.06541,65,0,0.4709,7600,13,0,2,0,0
0.6852,66,1,0.2569,2.4e+04,17,0,2,0,0
0.2532,29,0,0.1218,5391,7,0,0,0,1
1.316,70,2,1.103,5901,12,0,7,1,0
0,29,0,0.2135,3058,6,0,0,0,0
0.01022,71,0,0.09468,2.5e+04,6,0,1,0,1
0.06477,60,0,0.2591,7166,19,0,1,0,0
0.04081,53,0,0.3309,1.608e+04,14,0,2,0,2
0.05536,67,0,0.4639,5013,11,0,2,0,0
1,49,2,0,1560,1,1,0,2,0
0.02743,75,0,61,0,3,0,0,0,0
0,65,0,0.1326,6846,5,0,1,0,1
0.1202,40,0,0.008052,4594,2,0,0,0,3
0.2011,49,0,0.3824,1.092e+04,12,0,2,0,1
0.009755,28,0,958,0,7,0,1,0,0
0.2427,44,0,0.4986,1.046e+04,10,0,1,0,2
0,36,0,0.196,1.017e+04,3,0,1,0,3
0.07713,43,1,0.3573,7083,8,0,1,0,2
1,39,0,0.6194,6350,5,0,3,0,3
0.03408,70,0,0.3023,5000,8,0,1,0,0
0,46,1,0.6239,7600,12,0,4,0,0
0.003199,50,0,0.4836,6500,14,0,2,0,1
0.1434,61,0,0.4719,1.042e+04,7,0,2,0,0
0.0401,47,0,0.5061,4680,9,0,1,0,0
0.0167,58,0,0.001999,2500,2,0,0,0,0
1.047,46,0,0.5044,8000,9,0,1,0,2
0.07718,71,0,0.003355,3278,1,0,0,0,0
0.01473,62,0,0.3099,6000,4,0,2,0,0
0.201,43,0,0.2735,5700,3,0,1,0,1
0.08358,55,0,0.3158,9875,11,0,1,0,1
0.008556,49,0,0.001942,1.545e+04,13,0,0,0,3
0.3209,61,0,0.1178,8100,6,0,0,0,0
0.6868,46,0,0.4135,1.049e+04,9,0,2,0,2
0.1599,30,2,0.5351,4073,7,0,1,0,2
0.05051,44,0,0.2426,6808,7,0,2,0,1
0.06051,65,0,0.107,1.458e+04,5,0,1,0,3
0.9631,60,0,0.1239,4696,11,0,0,0,0
0.00175,48,0,0.05576,1.144e+04,4,0,0,0,2
0,30,0,0.0003,2e+04,8,0,0,0,0
0.09205,62,0,0.4382,7888,12,0,2,0,2
0.3208,38,0,0.3589,5681,8,0,1,0,1
1,73,0,0.1422,7101,4,0,1,0,0
0.2625,59,1,0.5873,8500,16,0,2,0,1
1,26,2,0.4243,2000,3,1,0,0,0
0.007677,64,0,0.009667,8068,1,0,0,0,2
0.05057,68,0,0.3719,5570,10,0,1,0,0
0.01479,65,0,3.69e-05,2.708e+04,1,0,0,0,2
0.3822,37,0,0.3579,6975,2,0,1,0,0
0.08674,60,1,0.2924,1.05e+04,12,0,1,0,0
0.2403,40,0,0.2416,9000,12,0,1,0,0
0.1003,53,0,0.272,6700,10,0,1,0,0
0.1761,50,1,0.2595,7000,10,0,2,0,0
0.07093,29,0,0.1998,800,2,0,0,0,0
0.05307,80,0,0.09372,3168,4,1,1,0,1
0.4968,53,0,0.2075,5516,8,0,1,0,1
1,39,0,0.1099,5313,4,0,0,0,4
0.6567,57,2,0.3884,1.18e+04,10,0,2,2,0
0.1152,62,1,0.3574,7000,11,0,3,0,0
0.03139,61,0,0.6958,3053,5,0,1,0,2
0,54,1,0.206,8500,15,0,1,0,1
0.9791,68,0,0.4167,8500,11,0,2,0,0
0.5175,62,0,0.4537,5600,9,0,2,0,0
0.08826,63,0,0.1114,7228,13,0,1,0,0
0,30,0,0.4647,2250,9,0,1,0,0
